epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1558199642112,2019-05-18T19:14:02.112,1434.560,0.360,0.886,0.175
1558199642192,2019-05-18T19:14:02.192,1434.640,0.360,0.886,0.175
1558199642272,2019-05-18T19:14:02.272,1434.720,0.360,0.886,0.175
1558199642352,2019-05-18T19:14:02.352,1434.800,0.360,0.886,0.174
1558199642432,2019-05-18T19:14:02.432,1434.880,0.359,0.886,0.175
1558199642512,2019-05-18T19:14:02.512,1434.960,0.359,0.886,0.175
1558199642592,2019-05-18T19:14:02.592,1435.040,0.360,0.885,0.175
1558199642672,2019-05-18T19:14:02.672,1435.120,0.359,0.885,0.174
1558199642752,2019-05-18T19:14:02.752,1435.200,0.358,0.885,0.174
1558199642832,2019-05-18T19:14:02.832,1435.280,0.360,0.885,0.176
1558199642912,2019-05-18T19:14:02.912,1435.360,0.359,0.886,0.176
1558199642992,2019-05-18T19:14:02.992,1435.440,0.359,0.885,0.174
1558199643072,2019-05-18T19:14:03.072,1435.520,0.360,0.886,0.176
1558199643152,2019-05-18T19:14:03.152,1435.600,0.360,0.886,0.176
1558199643232,2019-05-18T19:14:03.232,1435.680,0.359,0.886,0.175
1558199643312,2019-05-18T19:14:03.312,1435.760,0.359,0.885,0.175
1558199643392,2019-05-18T19:14:03.392,1435.840,0.360,0.885,0.176
1558199643472,2019-05-18T19:14:03.472,1435.920,0.359,0.886,0.174
1558199643552,2019-05-18T19:14:03.552,1436.000,0.359,0.885,0.175
1558199643632,2019-05-18T19:14:03.632,1436.080,0.359,0.886,0.176
1558199643712,2019-05-18T19:14:03.712,1436.160,0.360,0.886,0.174
1558199643792,2019-05-18T19:14:03.792,1436.240,0.359,0.885,0.175
1558199643872,2019-05-18T19:14:03.872,1436.320,0.359,0.886,0.175
1558199643952,2019-05-18T19:14:03.952,1436.400,0.361,0.886,0.175
1558199644032,2019-05-18T19:14:04.032,1436.480,0.360,0.886,0.176
1558199644112,2019-05-18T19:14:04.112,1436.560,0.360,0.886,0.176
1558199644192,2019-05-18T19:14:04.192,1436.640,0.361,0.886,0.175
1558199644272,2019-05-18T19:14:04.272,1436.720,0.360,0.886,0.176
1558199644352,2019-05-18T19:14:04.352,1436.800,0.359,0.885,0.175
1558199644432,2019-05-18T19:14:04.432,1436.880,0.360,0.886,0.175
1558199644512,2019-05-18T19:14:04.512,1436.960,0.359,0.885,0.175
1558199644592,2019-05-18T19:14:04.592,1437.040,0.359,0.885,0.178
1558199644672,2019-05-18T19:14:04.672,1437.120,0.362,0.883,0.152
1558199644752,2019-05-18T19:14:04.752,1437.200,0.371,0.892,0.138
1558199644832,2019-05-18T19:14:04.832,1437.280,0.322,0.913,0.171
1558199644912,2019-05-18T19:14:04.912,1437.360,0.403,1.052,0.187
1558199644992,2019-05-18T19:14:04.992,1437.440,0.392,0.990,0.190
1558199645072,2019-05-18T19:14:05.072,1437.520,0.391,0.943,0.198
1558199645152,2019-05-18T19:14:05.152,1437.600,0.429,1.001,0.206
1558199645232,2019-05-18T19:14:05.232,1437.680,0.451,1.022,0.229
1558199645312,2019-05-18T19:14:05.312,1437.760,0.471,0.951,0.239
1558199645392,2019-05-18T19:14:05.392,1437.840,0.508,0.720,0.268
1558199645472,2019-05-18T19:14:05.472,1437.920,0.555,0.518,0.306
1558199645552,2019-05-18T19:14:05.552,1438.000,0.631,0.314,0.342
1558199645632,2019-05-18T19:14:05.632,1438.080,0.693,0.178,0.375
1558199645712,2019-05-18T19:14:05.712,1438.160,0.730,0.096,0.422
1558199645792,2019-05-18T19:14:05.792,1438.240,0.754,0.053,0.455
1558199645872,2019-05-18T19:14:05.872,1438.320,0.766,0.046,0.455
1558199645952,2019-05-18T19:14:05.952,1438.400,0.783,0.005,0.463
1558199646032,2019-05-18T19:14:06.032,1438.480,0.780,-0.038,0.488
1558199646112,2019-05-18T19:14:06.112,1438.560,0.777,-0.052,0.520
1558199646192,2019-05-18T19:14:06.192,1438.640,0.768,-0.058,0.539
1558199646272,2019-05-18T19:14:06.272,1438.720,0.767,-0.068,0.543
1558199646352,2019-05-18T19:14:06.352,1438.800,0.768,-0.063,0.545
1558199646432,2019-05-18T19:14:06.432,1438.880,0.772,-0.044,0.540
1558199646512,2019-05-18T19:14:06.512,1438.960,0.777,-0.026,0.533
1558199646592,2019-05-18T19:14:06.592,1439.040,0.784,-0.016,0.522
1558199646672,2019-05-18T19:14:06.672,1439.120,0.795,-0.006,0.504
1558199646752,2019-05-18T19:14:06.752,1439.200,0.797,0.002,0.498
1558199646832,2019-05-18T19:14:06.832,1439.280,0.794,-0.023,0.499
1558199646912,2019-05-18T19:14:06.912,1439.360,0.788,-0.082,0.495
1558199646992,2019-05-18T19:14:06.992,1439.440,0.784,-0.132,0.495
1558199647072,2019-05-18T19:14:07.072,1439.520,0.783,-0.131,0.493
1558199647152,2019-05-18T19:14:07.152,1439.600,0.785,-0.113,0.497
1558199647232,2019-05-18T19:14:07.232,1439.680,0.782,-0.141,0.494
1558199647312,2019-05-18T19:14:07.312,1439.760,0.772,-0.189,0.488
1558199647392,2019-05-18T19:14:07.392,1439.840,0.777,-0.189,0.482
1558199647472,2019-05-18T19:14:07.472,1439.920,0.778,-0.173,0.480
1558199647552,2019-05-18T19:14:07.552,1440.000,0.766,-0.189,0.493
1558199647632,2019-05-18T19:14:07.632,1440.080,0.754,-0.208,0.501
1558199647712,2019-05-18T19:14:07.712,1440.160,0.748,-0.219,0.499
1558199647792,2019-05-18T19:14:07.792,1440.240,0.705,-0.516,0.503
1558199647872,2019-05-18T19:14:07.872,1440.320,0.737,-0.320,0.499
1558199647952,2019-05-18T19:14:07.952,1440.400,0.758,-0.169,0.500
1558199648032,2019-05-18T19:14:08.032,1440.480,0.733,-0.406,0.483
1558199648112,2019-05-18T19:14:08.112,1440.560,0.743,-0.281,0.495
1558199648192,2019-05-18T19:14:08.192,1440.640,0.740,-0.267,0.501
1558199648272,2019-05-18T19:14:08.272,1440.720,0.737,-0.351,0.484
1558199648352,2019-05-18T19:14:08.352,1440.800,0.749,-0.285,0.481
1558199648432,2019-05-18T19:14:08.432,1440.880,0.738,-0.306,0.495
1558199648512,2019-05-18T19:14:08.512,1440.960,0.729,-0.316,0.509
1558199648592,2019-05-18T19:14:08.592,1441.040,0.733,-0.326,0.504
1558199648672,2019-05-18T19:14:08.672,1441.120,0.742,-0.343,0.490
1558199648752,2019-05-18T19:14:08.752,1441.200,0.744,-0.281,0.491
1558199648832,2019-05-18T19:14:08.832,1441.280,0.767,-0.224,0.475
1558199648912,2019-05-18T19:14:08.912,1441.360,0.757,-0.224,0.506
1558199648992,2019-05-18T19:14:08.992,1441.440,0.771,-0.182,0.483
1558199649072,2019-05-18T19:14:09.072,1441.520,0.777,-0.320,0.471
1558199649152,2019-05-18T19:14:09.152,1441.600,0.806,-0.066,0.435
1558199649232,2019-05-18T19:14:09.232,1441.680,0.823,-0.279,0.452
1558199649312,2019-05-18T19:14:09.312,1441.760,0.745,-0.419,0.495
1558199649392,2019-05-18T19:14:09.392,1441.840,0.739,-0.491,0.403
1558199649472,2019-05-18T19:14:09.472,1441.920,0.670,-0.747,0.376
1558199649552,2019-05-18T19:14:09.552,1442.000,0.612,-0.514,0.430
1558199649632,2019-05-18T19:14:09.632,1442.080,0.550,-0.186,0.453
1558199649712,2019-05-18T19:14:09.712,1442.160,0.455,-0.150,0.456
1558199649792,2019-05-18T19:14:09.792,1442.240,1.086,-0.218,0.668
1558199649872,2019-05-18T19:14:09.872,1442.320,0.813,-0.273,0.633
1558199649952,2019-05-18T19:14:09.952,1442.400,0.599,-0.163,0.602
1558199650032,2019-05-18T19:14:10.032,1442.480,0.727,-0.190,0.650
1558199650112,2019-05-18T19:14:10.112,1442.560,0.723,-0.246,0.550
1558199650192,2019-05-18T19:14:10.192,1442.640,0.743,-0.245,0.485
1558199650272,2019-05-18T19:14:10.272,1442.720,0.741,-0.273,0.471
1558199650352,2019-05-18T19:14:10.352,1442.800,0.743,-0.321,0.472
1558199650432,2019-05-18T19:14:10.432,1442.880,0.725,-0.366,0.490
1558199650512,2019-05-18T19:14:10.512,1442.960,0.703,-0.354,0.486
1558199650592,2019-05-18T19:14:10.592,1443.040,0.772,-0.436,0.346
1558199650672,2019-05-18T19:14:10.672,1443.120,0.722,-0.479,0.405
1558199650752,2019-05-18T19:14:10.752,1443.200,0.579,-0.564,0.568
1558199650832,2019-05-18T19:14:10.832,1443.280,0.564,-0.257,0.731
1558199650912,2019-05-18T19:14:10.912,1443.360,0.753,-0.126,0.563
1558199650992,2019-05-18T19:14:10.992,1443.440,0.772,-0.203,0.535
1558199651072,2019-05-18T19:14:11.072,1443.520,0.715,-0.099,0.717
1558199651152,2019-05-18T19:14:11.152,1443.600,0.717,-0.012,0.712
1558199651232,2019-05-18T19:14:11.232,1443.680,0.713,-0.111,0.587
1558199651312,2019-05-18T19:14:11.312,1443.760,0.780,-0.186,0.469
1558199651392,2019-05-18T19:14:11.392,1443.840,0.820,-0.123,0.490
1558199651472,2019-05-18T19:14:11.472,1443.920,0.722,-0.124,0.536
1558199651552,2019-05-18T19:14:11.552,1444.000,0.777,-0.112,0.438
1558199651632,2019-05-18T19:14:11.632,1444.080,0.837,-0.008,0.533
1558199651712,2019-05-18T19:14:11.712,1444.160,0.837,-0.047,0.536
1558199651792,2019-05-18T19:14:11.792,1444.240,0.770,-0.083,0.474
1558199651872,2019-05-18T19:14:11.872,1444.320,0.751,-0.099,0.481
1558199651952,2019-05-18T19:14:11.952,1444.400,0.782,-0.086,0.570
1558199652032,2019-05-18T19:14:12.032,1444.480,0.800,-0.167,0.478
1558199652112,2019-05-18T19:14:12.112,1444.560,0.813,-0.215,0.432
1558199652192,2019-05-18T19:14:12.192,1444.640,0.807,-0.147,0.479
1558199652272,2019-05-18T19:14:12.272,1444.720,0.811,-0.088,0.487
1558199652352,2019-05-18T19:14:12.352,1444.800,0.716,-0.075,0.559
1558199652432,2019-05-18T19:14:12.432,1444.880,0.736,-0.156,0.519
1558199652512,2019-05-18T19:14:12.512,1444.960,0.865,-0.124,0.471
1558199652592,2019-05-18T19:14:12.592,1445.040,0.746,-0.048,0.561
1558199652672,2019-05-18T19:14:12.672,1445.120,0.756,-0.105,0.548
1558199652752,2019-05-18T19:14:12.752,1445.200,0.793,-0.146,0.501
1558199652832,2019-05-18T19:14:12.832,1445.280,0.773,-0.127,0.513
1558199652912,2019-05-18T19:14:12.912,1445.360,0.772,-0.149,0.495
1558199652992,2019-05-18T19:14:12.992,1445.440,0.797,-0.121,0.509
1558199653072,2019-05-18T19:14:13.072,1445.520,0.746,-0.125,0.500
1558199653152,2019-05-18T19:14:13.152,1445.600,0.800,-0.188,0.511
1558199653232,2019-05-18T19:14:13.232,1445.680,0.772,-0.160,0.506
1558199653312,2019-05-18T19:14:13.312,1445.760,0.761,-0.182,0.521
1558199653392,2019-05-18T19:14:13.392,1445.840,0.771,-0.198,0.543
1558199653472,2019-05-18T19:14:13.472,1445.920,0.775,-0.125,0.534
1558199653552,2019-05-18T19:14:13.552,1446.000,0.769,-0.132,0.419
1558199653632,2019-05-18T19:14:13.632,1446.080,0.934,-0.180,0.219
1558199653712,2019-05-18T19:14:13.712,1446.160,0.904,-0.061,0.229
1558199653792,2019-05-18T19:14:13.792,1446.240,0.913,0.014,0.309
1558199653872,2019-05-18T19:14:13.872,1446.320,0.950,-0.079,0.247
1558199653952,2019-05-18T19:14:13.952,1446.400,0.887,-0.142,0.230
1558199654032,2019-05-18T19:14:14.032,1446.480,0.918,-0.112,0.231
1558199654112,2019-05-18T19:14:14.112,1446.560,0.874,-0.052,0.324
1558199654192,2019-05-18T19:14:14.192,1446.640,0.900,-0.010,0.210
1558199654272,2019-05-18T19:14:14.272,1446.720,0.908,-0.071,0.276
1558199654352,2019-05-18T19:14:14.352,1446.800,0.838,-0.248,0.398
1558199654432,2019-05-18T19:14:14.432,1446.880,0.782,-0.127,0.560
1558199654512,2019-05-18T19:14:14.512,1446.960,0.727,0.038,0.519
1558199654592,2019-05-18T19:14:14.592,1447.040,0.760,0.008,0.510
1558199654672,2019-05-18T19:14:14.672,1447.120,0.812,-0.188,0.629
1558199654752,2019-05-18T19:14:14.752,1447.200,0.748,-0.183,0.597
1558199654832,2019-05-18T19:14:14.832,1447.280,0.764,-0.042,0.459
1558199654912,2019-05-18T19:14:14.912,1447.360,0.783,-0.189,0.484
1558199654992,2019-05-18T19:14:14.992,1447.440,0.815,-0.249,0.620
1558199655072,2019-05-18T19:14:15.072,1447.520,0.833,-0.012,0.431
1558199655152,2019-05-18T19:14:15.152,1447.600,0.837,-0.021,0.412
1558199655232,2019-05-18T19:14:15.232,1447.680,0.863,-0.098,0.366
1558199655312,2019-05-18T19:14:15.312,1447.760,0.858,-0.188,0.196
1558199655392,2019-05-18T19:14:15.392,1447.840,0.896,-0.129,0.166
1558199655472,2019-05-18T19:14:15.472,1447.920,0.912,-0.083,0.205
1558199655552,2019-05-18T19:14:15.552,1448.000,0.875,0.038,0.248
1558199655632,2019-05-18T19:14:15.632,1448.080,0.830,0.020,0.399
1558199655712,2019-05-18T19:14:15.712,1448.160,0.852,0.034,0.657
1558199655792,2019-05-18T19:14:15.792,1448.240,0.808,-0.028,0.716
1558199655872,2019-05-18T19:14:15.872,1448.320,0.762,-0.087,0.671
1558199655952,2019-05-18T19:14:15.952,1448.400,0.841,-0.098,0.621
1558199656032,2019-05-18T19:14:16.032,1448.480,0.681,-0.059,0.306
1558199656112,2019-05-18T19:14:16.112,1448.560,0.817,-0.171,0.200
1558199656192,2019-05-18T19:14:16.192,1448.640,0.826,-0.286,0.217
1558199656272,2019-05-18T19:14:16.272,1448.720,0.801,-0.152,0.325
1558199656352,2019-05-18T19:14:16.352,1448.800,0.871,-0.160,0.507
1558199656432,2019-05-18T19:14:16.432,1448.880,0.898,-0.211,0.712
1558199656512,2019-05-18T19:14:16.512,1448.960,0.830,-0.211,0.751
1558199656592,2019-05-18T19:14:16.592,1449.040,0.789,-0.050,0.499
1558199656672,2019-05-18T19:14:16.672,1449.120,0.735,-0.032,0.206
1558199656752,2019-05-18T19:14:16.752,1449.200,0.568,-0.021,0.036
1558199656832,2019-05-18T19:14:16.832,1449.280,0.824,0.067,0.151
1558199656912,2019-05-18T19:14:16.912,1449.360,0.811,0.250,-0.057
1558199656992,2019-05-18T19:14:16.992,1449.440,1.812,-0.075,0.914
1558199657072,2019-05-18T19:14:17.072,1449.520,1.148,-0.240,1.424
1558199657152,2019-05-18T19:14:17.152,1449.600,0.446,-0.040,0.032
1558199657232,2019-05-18T19:14:17.232,1449.680,0.662,-0.005,0.093
1558199657312,2019-05-18T19:14:17.312,1449.760,0.219,0.108,0.122
1558199657392,2019-05-18T19:14:17.392,1449.840,0.038,0.020,0.295
1558199657472,2019-05-18T19:14:17.472,1449.920,0.850,-0.283,0.915
1558199657552,2019-05-18T19:14:17.552,1450.000,2.301,-0.722,1.199
1558199657632,2019-05-18T19:14:17.632,1450.080,0.969,-0.198,0.339
1558199657712,2019-05-18T19:14:17.712,1450.160,0.525,-0.095,0.232
1558199657792,2019-05-18T19:14:17.792,1450.240,0.687,-0.056,0.352
1558199657872,2019-05-18T19:14:17.872,1450.320,0.918,0.002,0.438
1558199657952,2019-05-18T19:14:17.952,1450.400,1.020,0.136,0.546
1558199658032,2019-05-18T19:14:18.032,1450.480,1.021,0.229,0.614
1558199658112,2019-05-18T19:14:18.112,1450.560,0.751,0.111,0.545
1558199658192,2019-05-18T19:14:18.192,1450.640,0.624,-0.037,0.439
1558199658272,2019-05-18T19:14:18.272,1450.720,0.664,-0.099,0.265
1558199658352,2019-05-18T19:14:18.352,1450.800,0.799,-0.222,0.310
1558199658432,2019-05-18T19:14:18.432,1450.880,0.779,-0.226,0.391
1558199658512,2019-05-18T19:14:18.512,1450.960,0.803,-0.178,0.556
1558199658592,2019-05-18T19:14:18.592,1451.040,0.833,-0.176,0.661
1558199658672,2019-05-18T19:14:18.672,1451.120,0.757,-0.106,0.681
1558199658752,2019-05-18T19:14:18.752,1451.200,0.583,0.026,0.442
1558199658832,2019-05-18T19:14:18.832,1451.280,0.721,0.064,0.324
1558199658912,2019-05-18T19:14:18.912,1451.360,0.803,0.071,0.313
1558199658992,2019-05-18T19:14:18.992,1451.440,0.945,0.060,0.438
1558199659072,2019-05-18T19:14:19.072,1451.520,0.922,0.039,0.575
1558199659152,2019-05-18T19:14:19.152,1451.600,0.957,0.001,0.507
1558199659232,2019-05-18T19:14:19.232,1451.680,0.771,-0.062,0.504
1558199659312,2019-05-18T19:14:19.312,1451.760,0.727,-0.106,0.531
1558199659392,2019-05-18T19:14:19.392,1451.840,0.698,-0.063,0.554
1558199659472,2019-05-18T19:14:19.472,1451.920,0.680,-0.127,0.542
1558199659552,2019-05-18T19:14:19.552,1452.000,0.719,-0.146,0.522
1558199659632,2019-05-18T19:14:19.632,1452.080,0.839,-0.106,0.558
1558199659712,2019-05-18T19:14:19.712,1452.160,0.820,-0.089,0.513
1558199659792,2019-05-18T19:14:19.792,1452.240,0.780,-0.059,0.508
1558199659872,2019-05-18T19:14:19.872,1452.320,0.721,-0.087,0.463
1558199659952,2019-05-18T19:14:19.952,1452.400,0.780,-0.117,0.455
1558199660032,2019-05-18T19:14:20.032,1452.480,0.821,-0.129,0.507
1558199660112,2019-05-18T19:14:20.112,1452.560,0.827,-0.100,0.561
1558199660192,2019-05-18T19:14:20.192,1452.640,0.704,-0.073,0.528
1558199660272,2019-05-18T19:14:20.272,1452.720,0.790,-0.103,0.498
1558199660352,2019-05-18T19:14:20.352,1452.800,0.748,-0.093,0.458
1558199660432,2019-05-18T19:14:20.432,1452.880,0.837,-0.110,0.440
1558199660512,2019-05-18T19:14:20.512,1452.960,0.819,-0.021,0.459
1558199660592,2019-05-18T19:14:20.592,1453.040,0.791,0.053,0.513
1558199660672,2019-05-18T19:14:20.672,1453.120,0.759,0.055,0.516
1558199660752,2019-05-18T19:14:20.752,1453.200,0.796,-0.032,0.554
1558199660832,2019-05-18T19:14:20.832,1453.280,0.771,-0.131,0.484
1558199660912,2019-05-18T19:14:20.912,1453.360,0.802,-0.158,0.447
1558199660992,2019-05-18T19:14:20.992,1453.440,0.759,-0.133,0.396
1558199661072,2019-05-18T19:14:21.072,1453.520,0.876,-0.127,0.519
1558199661152,2019-05-18T19:14:21.152,1453.600,0.765,-0.109,0.517
1558199661232,2019-05-18T19:14:21.232,1453.680,0.753,-0.065,0.485
1558199661312,2019-05-18T19:14:21.312,1453.760,0.767,-0.040,0.551
1558199661392,2019-05-18T19:14:21.392,1453.840,0.831,-0.019,0.478
1558199661472,2019-05-18T19:14:21.472,1453.920,0.806,-0.084,0.435
1558199661552,2019-05-18T19:14:21.552,1454.000,0.739,-0.047,0.491
1558199661632,2019-05-18T19:14:21.632,1454.080,0.709,-0.149,0.577
1558199661712,2019-05-18T19:14:21.712,1454.160,0.866,-0.168,0.590
1558199661792,2019-05-18T19:14:21.792,1454.240,0.802,-0.166,0.566
1558199661872,2019-05-18T19:14:21.872,1454.320,0.718,-0.167,0.495
1558199661952,2019-05-18T19:14:21.952,1454.400,0.784,-0.142,0.400
1558199662032,2019-05-18T19:14:22.032,1454.480,0.790,-0.153,0.351
1558199662112,2019-05-18T19:14:22.112,1454.560,0.771,-0.127,0.475
1558199662192,2019-05-18T19:14:22.192,1454.640,0.783,0.006,0.524
1558199662272,2019-05-18T19:14:22.272,1454.720,0.844,0.020,0.527
1558199662352,2019-05-18T19:14:22.352,1454.800,0.770,-0.070,0.591
1558199662432,2019-05-18T19:14:22.432,1454.880,0.814,-0.047,0.418
1558199662512,2019-05-18T19:14:22.512,1454.960,0.835,-0.071,0.412
1558199662592,2019-05-18T19:14:22.592,1455.040,0.788,-0.066,0.424
1558199662672,2019-05-18T19:14:22.672,1455.120,0.806,-0.073,0.489
1558199662752,2019-05-18T19:14:22.752,1455.200,0.872,-0.167,0.483
1558199662832,2019-05-18T19:14:22.832,1455.280,0.824,-0.191,0.505
1558199662912,2019-05-18T19:14:22.912,1455.360,0.746,-0.157,0.528
1558199662992,2019-05-18T19:14:22.992,1455.440,0.704,-0.073,0.523
1558199663072,2019-05-18T19:14:23.072,1455.520,0.781,-0.099,0.448
1558199663152,2019-05-18T19:14:23.152,1455.600,0.817,-0.072,0.542
1558199663232,2019-05-18T19:14:23.232,1455.680,0.854,-0.029,0.372
1558199663312,2019-05-18T19:14:23.312,1455.760,0.834,0.083,0.351
1558199663392,2019-05-18T19:14:23.392,1455.840,0.792,-0.021,0.472
1558199663472,2019-05-18T19:14:23.472,1455.920,0.710,-0.104,0.604
1558199663552,2019-05-18T19:14:23.552,1456.000,0.656,-0.066,0.532
1558199663632,2019-05-18T19:14:23.632,1456.080,0.813,-0.172,0.464
1558199663712,2019-05-18T19:14:23.712,1456.160,0.837,-0.178,0.445
1558199663792,2019-05-18T19:14:23.792,1456.240,0.879,-0.169,0.290
1558199663872,2019-05-18T19:14:23.872,1456.320,0.854,-0.156,0.368
1558199663952,2019-05-18T19:14:23.952,1456.400,0.895,-0.067,0.651
1558199664032,2019-05-18T19:14:24.032,1456.480,0.792,-0.130,0.600
1558199664112,2019-05-18T19:14:24.112,1456.560,0.739,-0.052,0.489
1558199664192,2019-05-18T19:14:24.192,1456.640,0.758,-0.007,0.543
1558199664272,2019-05-18T19:14:24.272,1456.720,0.869,-0.083,0.437
1558199664352,2019-05-18T19:14:24.352,1456.800,0.919,-0.052,0.396
1558199664432,2019-05-18T19:14:24.432,1456.880,0.765,-0.032,0.440
1558199664512,2019-05-18T19:14:24.512,1456.960,0.730,-0.079,0.523
1558199664592,2019-05-18T19:14:24.592,1457.040,0.788,-0.114,0.461
1558199664672,2019-05-18T19:14:24.672,1457.120,0.881,-0.101,0.444
1558199664752,2019-05-18T19:14:24.752,1457.200,0.909,-0.114,0.537
1558199664832,2019-05-18T19:14:24.832,1457.280,0.880,-0.150,0.650
1558199664912,2019-05-18T19:14:24.912,1457.360,0.727,-0.145,0.505
1558199664992,2019-05-18T19:14:24.992,1457.440,0.738,-0.135,0.416
1558199665072,2019-05-18T19:14:25.072,1457.520,0.880,-0.050,0.424
1558199665152,2019-05-18T19:14:25.152,1457.600,0.950,-0.118,0.396
1558199665232,2019-05-18T19:14:25.232,1457.680,0.895,-0.066,0.522
1558199665312,2019-05-18T19:14:25.312,1457.760,0.725,-0.059,0.636
1558199665392,2019-05-18T19:14:25.392,1457.840,0.730,-0.048,0.580
1558199665472,2019-05-18T19:14:25.472,1457.920,0.806,-0.097,0.397
1558199665552,2019-05-18T19:14:25.552,1458.000,0.880,-0.106,0.385
1558199665632,2019-05-18T19:14:25.632,1458.080,0.864,-0.135,0.414
1558199665712,2019-05-18T19:14:25.712,1458.160,0.825,-0.135,0.525
1558199665792,2019-05-18T19:14:25.792,1458.240,0.701,-0.127,0.597
1558199665872,2019-05-18T19:14:25.872,1458.320,0.786,-0.028,0.506
1558199665952,2019-05-18T19:14:25.952,1458.400,0.881,-0.008,0.432
1558199666032,2019-05-18T19:14:26.032,1458.480,0.867,-0.104,0.428
1558199666112,2019-05-18T19:14:26.112,1458.560,0.809,-0.104,0.427
1558199666192,2019-05-18T19:14:26.192,1458.640,0.791,-0.064,0.505
1558199666272,2019-05-18T19:14:26.272,1458.720,0.765,-0.080,0.543
1558199666352,2019-05-18T19:14:26.352,1458.800,0.766,-0.094,0.406
1558199666432,2019-05-18T19:14:26.432,1458.880,0.734,-0.124,0.384
1558199666512,2019-05-18T19:14:26.512,1458.960,0.855,-0.165,0.476
1558199666592,2019-05-18T19:14:26.592,1459.040,0.798,-0.135,0.498
1558199666672,2019-05-18T19:14:26.672,1459.120,0.784,-0.109,0.438
1558199666752,2019-05-18T19:14:26.752,1459.200,0.743,-0.080,0.453
1558199666832,2019-05-18T19:14:26.832,1459.280,0.824,-0.072,0.466
1558199666912,2019-05-18T19:14:26.912,1459.360,0.851,-0.076,0.386
1558199666992,2019-05-18T19:14:26.992,1459.440,0.965,0.002,0.407
1558199667072,2019-05-18T19:14:27.072,1459.520,0.883,0.011,0.497
1558199667152,2019-05-18T19:14:27.152,1459.600,0.770,0.013,0.568
1558199667232,2019-05-18T19:14:27.232,1459.680,0.705,-0.042,0.491
1558199667312,2019-05-18T19:14:27.312,1459.760,0.745,-0.152,0.495
1558199667392,2019-05-18T19:14:27.392,1459.840,0.896,-0.140,0.338
1558199667472,2019-05-18T19:14:27.472,1459.920,0.781,-0.111,0.366
1558199667552,2019-05-18T19:14:27.552,1460.000,0.806,-0.193,0.451
1558199667632,2019-05-18T19:14:27.632,1460.080,0.820,-0.102,0.497
1558199667712,2019-05-18T19:14:27.712,1460.160,0.750,-0.123,0.545
1558199667792,2019-05-18T19:14:27.792,1460.240,0.774,-0.159,0.439
1558199667872,2019-05-18T19:14:27.872,1460.320,0.808,-0.065,0.426
1558199667952,2019-05-18T19:14:27.952,1460.400,0.864,0.001,0.437
1558199668032,2019-05-18T19:14:28.032,1460.480,0.881,-0.116,0.478
1558199668112,2019-05-18T19:14:28.112,1460.560,0.748,-0.123,0.439
1558199668192,2019-05-18T19:14:28.192,1460.640,0.761,0.008,0.474
1558199668272,2019-05-18T19:14:28.272,1460.720,0.801,-0.087,0.537
1558199668352,2019-05-18T19:14:28.352,1460.800,0.793,-0.150,0.360
1558199668432,2019-05-18T19:14:28.432,1460.880,0.731,-0.064,0.479
1558199668512,2019-05-18T19:14:28.512,1460.960,0.816,-0.134,0.587
1558199668592,2019-05-18T19:14:28.592,1461.040,0.861,-0.101,0.459
1558199668672,2019-05-18T19:14:28.672,1461.120,0.764,-0.114,0.356
1558199668752,2019-05-18T19:14:28.752,1461.200,0.754,-0.088,0.402
1558199668832,2019-05-18T19:14:28.832,1461.280,0.745,-0.067,0.490
1558199668912,2019-05-18T19:14:28.912,1461.360,0.791,0.013,0.542
1558199668992,2019-05-18T19:14:28.992,1461.440,0.920,-0.005,0.567
1558199669072,2019-05-18T19:14:29.072,1461.520,0.853,-0.067,0.464
1558199669152,2019-05-18T19:14:29.152,1461.600,0.688,-0.107,0.422
1558199669232,2019-05-18T19:14:29.232,1461.680,0.799,-0.132,0.427
1558199669312,2019-05-18T19:14:29.312,1461.760,0.900,-0.091,0.409
1558199669392,2019-05-18T19:14:29.392,1461.840,0.940,-0.089,0.427
1558199669472,2019-05-18T19:14:29.472,1461.920,0.809,-0.146,0.522
1558199669552,2019-05-18T19:14:29.552,1462.000,0.685,-0.094,0.622
1558199669632,2019-05-18T19:14:29.632,1462.080,0.762,-0.049,0.598
1558199669712,2019-05-18T19:14:29.712,1462.160,0.814,-0.130,0.439
1558199669792,2019-05-18T19:14:29.792,1462.240,0.835,-0.132,0.298
1558199669872,2019-05-18T19:14:29.872,1462.320,0.914,-0.006,0.259
1558199669952,2019-05-18T19:14:29.952,1462.400,0.874,-0.035,0.471
1558199670032,2019-05-18T19:14:30.032,1462.480,0.758,-0.038,0.644
1558199670112,2019-05-18T19:14:30.112,1462.560,0.750,-0.073,0.539
1558199670192,2019-05-18T19:14:30.192,1462.640,0.834,-0.125,0.409
1558199670272,2019-05-18T19:14:30.272,1462.720,0.877,-0.154,0.396
1558199670352,2019-05-18T19:14:30.352,1462.800,0.869,-0.149,0.402
1558199670432,2019-05-18T19:14:30.432,1462.880,0.836,-0.140,0.463
1558199670512,2019-05-18T19:14:30.512,1462.960,0.707,-0.063,0.528
1558199670592,2019-05-18T19:14:30.592,1463.040,0.710,0.004,0.552
1558199670672,2019-05-18T19:14:30.672,1463.120,0.871,-0.124,0.476
1558199670752,2019-05-18T19:14:30.752,1463.200,0.925,-0.063,0.339
