epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1558199670832,2019-05-18T19:14:30.832,1463.280,0.854,-0.042,0.369
1558199670912,2019-05-18T19:14:30.912,1463.360,0.770,-0.050,0.393
1558199670992,2019-05-18T19:14:30.992,1463.440,0.761,-0.057,0.557
1558199671072,2019-05-18T19:14:31.072,1463.520,0.779,-0.064,0.553
1558199671152,2019-05-18T19:14:31.152,1463.600,0.897,-0.130,0.420
1558199671232,2019-05-18T19:14:31.232,1463.680,0.927,-0.167,0.319
1558199671312,2019-05-18T19:14:31.312,1463.760,0.825,-0.120,0.372
1558199671392,2019-05-18T19:14:31.392,1463.840,0.799,-0.119,0.558
1558199671472,2019-05-18T19:14:31.472,1463.920,0.796,-0.125,0.604
1558199671552,2019-05-18T19:14:31.552,1464.000,0.828,-0.123,0.428
1558199671632,2019-05-18T19:14:31.632,1464.080,0.882,-0.047,0.365
1558199671712,2019-05-18T19:14:31.712,1464.160,0.832,0.021,0.364
1558199671792,2019-05-18T19:14:31.792,1464.240,0.778,-0.083,0.550
1558199671872,2019-05-18T19:14:31.872,1464.320,0.771,-0.051,0.549
1558199671952,2019-05-18T19:14:31.952,1464.400,0.816,-0.063,0.319
1558199672032,2019-05-18T19:14:32.032,1464.480,0.813,-0.083,0.346
1558199672112,2019-05-18T19:14:32.112,1464.560,0.855,-0.114,0.471
1558199672192,2019-05-18T19:14:32.192,1464.640,0.877,-0.079,0.514
1558199672272,2019-05-18T19:14:32.272,1464.720,0.733,-0.129,0.525
1558199672352,2019-05-18T19:14:32.352,1464.800,0.774,-0.114,0.444
1558199672432,2019-05-18T19:14:32.432,1464.880,0.791,-0.022,0.358
1558199672512,2019-05-18T19:14:32.512,1464.960,0.931,-0.009,0.460
1558199672592,2019-05-18T19:14:32.592,1465.040,0.950,-0.123,0.602
1558199672672,2019-05-18T19:14:32.672,1465.120,0.710,-0.064,0.393
1558199672752,2019-05-18T19:14:32.752,1465.200,0.661,-0.087,0.245
1558199672832,2019-05-18T19:14:32.832,1465.280,0.689,-0.043,0.284
1558199672912,2019-05-18T19:14:32.912,1465.360,1.126,-0.119,0.381
1558199672992,2019-05-18T19:14:32.992,1465.440,1.366,-0.264,0.648
1558199673072,2019-05-18T19:14:33.072,1465.520,0.852,-0.269,0.850
1558199673152,2019-05-18T19:14:33.152,1465.600,0.267,-0.195,0.337
1558199673232,2019-05-18T19:14:33.232,1465.680,0.645,-0.182,-0.110
1558199673312,2019-05-18T19:14:33.312,1465.760,1.327,0.025,0.020
1558199673392,2019-05-18T19:14:33.392,1465.840,1.151,0.107,0.723
1558199673472,2019-05-18T19:14:33.472,1465.920,0.423,0.005,0.685
1558199673552,2019-05-18T19:14:33.552,1466.000,0.377,-0.006,0.436
1558199673632,2019-05-18T19:14:33.632,1466.080,1.120,0.154,0.041
1558199673712,2019-05-18T19:14:33.712,1466.160,1.171,-0.239,-0.380
1558199673792,2019-05-18T19:14:33.792,1466.240,1.568,-0.689,0.787
1558199673872,2019-05-18T19:14:33.872,1466.320,0.681,-0.594,0.884
1558199673952,2019-05-18T19:14:33.952,1466.400,0.194,0.138,-0.011
1558199674032,2019-05-18T19:14:34.032,1466.480,0.843,0.503,-0.149
1558199674112,2019-05-18T19:14:34.112,1466.560,1.413,-0.066,0.782
1558199674192,2019-05-18T19:14:34.192,1466.640,0.827,-0.144,0.469
1558199674272,2019-05-18T19:14:34.272,1466.720,0.200,-0.135,0.284
1558199674352,2019-05-18T19:14:34.352,1466.800,-0.088,-0.031,0.523
1558199674432,2019-05-18T19:14:34.432,1466.880,1.135,-0.189,0.666
1558199674512,2019-05-18T19:14:34.512,1466.960,2.352,-0.040,1.675
1558199674592,2019-05-18T19:14:34.592,1467.040,1.025,0.093,1.301
1558199674672,2019-05-18T19:14:34.672,1467.120,0.156,-0.129,-0.400
1558199674752,2019-05-18T19:14:34.752,1467.200,0.177,-0.156,-0.623
1558199674832,2019-05-18T19:14:34.832,1467.280,0.479,-0.140,-0.130
1558199674912,2019-05-18T19:14:34.912,1467.360,0.248,0.169,-0.171
1558199674992,2019-05-18T19:14:34.992,1467.440,0.783,0.043,0.823
1558199675072,2019-05-18T19:14:35.072,1467.520,1.274,-0.420,1.270
1558199675152,2019-05-18T19:14:35.152,1467.600,1.900,-0.299,0.953
1558199675232,2019-05-18T19:14:35.232,1467.680,1.853,0.165,1.167
1558199675312,2019-05-18T19:14:35.312,1467.760,0.299,-0.034,0.339
1558199675392,2019-05-18T19:14:35.392,1467.840,0.006,-0.177,-0.185
1558199675472,2019-05-18T19:14:35.472,1467.920,-0.073,-0.411,-0.260
1558199675552,2019-05-18T19:14:35.552,1468.000,-0.959,0.038,-0.128
1558199675632,2019-05-18T19:14:35.632,1468.080,1.305,0.042,1.035
1558199675712,2019-05-18T19:14:35.712,1468.160,2.787,-0.280,1.223
1558199675792,2019-05-18T19:14:35.792,1468.240,0.762,-0.133,0.518
1558199675872,2019-05-18T19:14:35.872,1468.320,0.539,0.295,0.225
1558199675952,2019-05-18T19:14:35.952,1468.400,0.744,0.135,0.285
1558199676032,2019-05-18T19:14:36.032,1468.480,0.778,-0.198,0.373
1558199676112,2019-05-18T19:14:36.112,1468.560,0.734,-0.334,0.460
1558199676192,2019-05-18T19:14:36.192,1468.640,0.679,-0.226,0.574
1558199676272,2019-05-18T19:14:36.272,1468.720,0.743,-0.150,0.700
1558199676352,2019-05-18T19:14:36.352,1468.800,0.693,-0.075,0.677
1558199676432,2019-05-18T19:14:36.432,1468.880,0.785,-0.009,0.613
1558199676512,2019-05-18T19:14:36.512,1468.960,0.794,-0.109,0.543
1558199676592,2019-05-18T19:14:36.592,1469.040,0.842,-0.074,0.466
1558199676672,2019-05-18T19:14:36.672,1469.120,0.790,-0.059,0.477
1558199676752,2019-05-18T19:14:36.752,1469.200,0.853,-0.086,0.564
1558199676832,2019-05-18T19:14:36.832,1469.280,0.759,-0.081,0.508
1558199676912,2019-05-18T19:14:36.912,1469.360,0.786,-0.098,0.482
1558199676992,2019-05-18T19:14:36.992,1469.440,0.853,-0.079,0.504
1558199677072,2019-05-18T19:14:37.072,1469.520,0.932,-0.042,0.496
1558199677152,2019-05-18T19:14:37.152,1469.600,0.805,0.027,0.550
1558199677232,2019-05-18T19:14:37.232,1469.680,0.672,0.024,0.665
1558199677312,2019-05-18T19:14:37.312,1469.760,0.737,-0.026,0.684
1558199677392,2019-05-18T19:14:37.392,1469.840,0.813,-0.101,0.603
1558199677472,2019-05-18T19:14:37.472,1469.920,0.692,-0.122,0.628
1558199677552,2019-05-18T19:14:37.552,1470.000,0.627,-0.040,0.589
1558199677632,2019-05-18T19:14:37.632,1470.080,0.851,-0.049,0.600
1558199677712,2019-05-18T19:14:37.712,1470.160,0.719,-0.083,0.458
1558199677792,2019-05-18T19:14:37.792,1470.240,0.782,-0.072,0.505
1558199677872,2019-05-18T19:14:37.872,1470.320,0.802,-0.079,0.569
1558199677952,2019-05-18T19:14:37.952,1470.400,0.776,-0.069,0.564
1558199678032,2019-05-18T19:14:38.032,1470.480,0.800,-0.119,0.437
1558199678112,2019-05-18T19:14:38.112,1470.560,0.802,-0.141,0.503
1558199678192,2019-05-18T19:14:38.192,1470.640,0.688,-0.161,0.554
1558199678272,2019-05-18T19:14:38.272,1470.720,0.701,-0.100,0.562
1558199678352,2019-05-18T19:14:38.352,1470.800,0.712,-0.046,0.599
1558199678432,2019-05-18T19:14:38.432,1470.880,0.814,-0.046,0.528
1558199678512,2019-05-18T19:14:38.512,1470.960,0.795,-0.029,0.542
1558199678592,2019-05-18T19:14:38.592,1471.040,0.726,-0.059,0.534
1558199678672,2019-05-18T19:14:38.672,1471.120,0.758,-0.093,0.532
1558199678752,2019-05-18T19:14:38.752,1471.200,0.817,-0.119,0.510
1558199678832,2019-05-18T19:14:38.832,1471.280,0.792,-0.160,0.522
1558199678912,2019-05-18T19:14:38.912,1471.360,0.810,-0.079,0.511
1558199678992,2019-05-18T19:14:38.992,1471.440,0.812,-0.069,0.502
1558199679072,2019-05-18T19:14:39.072,1471.520,0.861,-0.079,0.516
1558199679152,2019-05-18T19:14:39.152,1471.600,0.781,-0.066,0.443
1558199679232,2019-05-18T19:14:39.232,1471.680,0.827,-0.115,0.507
1558199679312,2019-05-18T19:14:39.312,1471.760,0.808,-0.099,0.521
1558199679392,2019-05-18T19:14:39.392,1471.840,0.750,-0.142,0.454
1558199679472,2019-05-18T19:14:39.472,1471.920,0.794,-0.155,0.535
1558199679552,2019-05-18T19:14:39.552,1472.000,0.779,-0.104,0.511
1558199679632,2019-05-18T19:14:39.632,1472.080,0.758,-0.089,0.554
1558199679712,2019-05-18T19:14:39.712,1472.160,0.791,-0.156,0.587
1558199679792,2019-05-18T19:14:39.792,1472.240,0.758,-0.094,0.474
1558199679872,2019-05-18T19:14:39.872,1472.320,0.850,-0.023,0.488
1558199679952,2019-05-18T19:14:39.952,1472.400,0.836,-0.046,0.511
1558199680032,2019-05-18T19:14:40.032,1472.480,0.824,-0.112,0.518
1558199680112,2019-05-18T19:14:40.112,1472.560,0.733,-0.046,0.399
1558199680192,2019-05-18T19:14:40.192,1472.640,0.792,-0.127,0.367
1558199680272,2019-05-18T19:14:40.272,1472.720,0.967,-0.258,0.348
1558199680352,2019-05-18T19:14:40.352,1472.800,0.921,0.044,0.646
1558199680432,2019-05-18T19:14:40.432,1472.880,0.509,0.036,0.728
1558199680512,2019-05-18T19:14:40.512,1472.960,0.653,-0.117,0.441
1558199680592,2019-05-18T19:14:40.592,1473.040,0.857,-0.130,0.469
1558199680672,2019-05-18T19:14:40.672,1473.120,0.863,-0.096,0.413
1558199680752,2019-05-18T19:14:40.752,1473.200,0.844,-0.007,0.385
1558199680832,2019-05-18T19:14:40.832,1473.280,0.863,-0.004,0.359
1558199680912,2019-05-18T19:14:40.912,1473.360,0.840,-0.112,0.420
1558199680992,2019-05-18T19:14:40.992,1473.440,0.813,-0.116,0.490
1558199681072,2019-05-18T19:14:41.072,1473.520,0.764,-0.101,0.552
1558199681152,2019-05-18T19:14:41.152,1473.600,0.822,-0.147,0.480
1558199681232,2019-05-18T19:14:41.232,1473.680,0.772,-0.150,0.396
1558199681312,2019-05-18T19:14:41.312,1473.760,0.744,-0.120,0.397
1558199681392,2019-05-18T19:14:41.392,1473.840,0.840,-0.126,0.420
1558199681472,2019-05-18T19:14:41.472,1473.920,0.862,-0.068,0.481
1558199681552,2019-05-18T19:14:41.552,1474.000,0.855,-0.035,0.464
1558199681632,2019-05-18T19:14:41.632,1474.080,0.789,-0.042,0.424
1558199681712,2019-05-18T19:14:41.712,1474.160,0.765,-0.029,0.390
1558199681792,2019-05-18T19:14:41.792,1474.240,0.773,-0.146,0.412
1558199681872,2019-05-18T19:14:41.872,1474.320,0.938,-0.217,0.440
1558199681952,2019-05-18T19:14:41.952,1474.400,0.956,-0.089,0.420
1558199682032,2019-05-18T19:14:42.032,1474.480,0.791,0.015,0.438
1558199682112,2019-05-18T19:14:42.112,1474.560,0.724,-0.050,0.530
1558199682192,2019-05-18T19:14:42.192,1474.640,0.819,-0.098,0.545
1558199682272,2019-05-18T19:14:42.272,1474.720,0.716,-0.035,0.489
1558199682352,2019-05-18T19:14:42.352,1474.800,0.877,-0.184,0.475
1558199682432,2019-05-18T19:14:42.432,1474.880,0.853,-0.144,0.333
1558199682512,2019-05-18T19:14:42.512,1474.960,0.798,-0.133,0.306
1558199682592,2019-05-18T19:14:42.592,1475.040,0.813,-0.189,0.493
1558199682672,2019-05-18T19:14:42.672,1475.120,0.834,-0.136,0.544
1558199682752,2019-05-18T19:14:42.752,1475.200,0.805,-0.074,0.469
1558199682832,2019-05-18T19:14:42.832,1475.280,0.794,-0.052,0.446
1558199682912,2019-05-18T19:14:42.912,1475.360,0.749,-0.021,0.447
1558199682992,2019-05-18T19:14:42.992,1475.440,0.847,-0.072,0.524
1558199683072,2019-05-18T19:14:43.072,1475.520,0.859,-0.081,0.380
1558199683152,2019-05-18T19:14:43.152,1475.600,0.882,-0.079,0.399
1558199683232,2019-05-18T19:14:43.232,1475.680,0.757,-0.071,0.443
1558199683312,2019-05-18T19:14:43.312,1475.760,0.777,-0.020,0.488
1558199683392,2019-05-18T19:14:43.392,1475.840,0.801,-0.148,0.451
1558199683472,2019-05-18T19:14:43.472,1475.920,0.830,-0.167,0.389
1558199683552,2019-05-18T19:14:43.552,1476.000,0.770,-0.246,0.388
1558199683632,2019-05-18T19:14:43.632,1476.080,0.785,-0.249,0.572
1558199683712,2019-05-18T19:14:43.712,1476.160,0.851,-0.154,0.615
1558199683792,2019-05-18T19:14:43.792,1476.240,0.753,-0.035,0.466
1558199683872,2019-05-18T19:14:43.872,1476.320,0.784,-0.029,0.398
1558199683952,2019-05-18T19:14:43.952,1476.400,0.819,0.032,0.384
1558199684032,2019-05-18T19:14:44.032,1476.480,0.892,0.004,0.362
1558199684112,2019-05-18T19:14:44.112,1476.560,0.864,-0.029,0.481
1558199684192,2019-05-18T19:14:44.192,1476.640,0.836,-0.060,0.598
1558199684272,2019-05-18T19:14:44.272,1476.720,0.789,-0.029,0.534
1558199684352,2019-05-18T19:14:44.352,1476.800,0.773,-0.008,0.433
1558199684432,2019-05-18T19:14:44.432,1476.880,0.858,-0.118,0.424
1558199684512,2019-05-18T19:14:44.512,1476.960,0.743,-0.129,0.424
1558199684592,2019-05-18T19:14:44.592,1477.040,0.780,-0.142,0.455
1558199684672,2019-05-18T19:14:44.672,1477.120,0.858,-0.088,0.453
1558199684752,2019-05-18T19:14:44.752,1477.200,0.776,-0.132,0.539
1558199684832,2019-05-18T19:14:44.832,1477.280,0.729,-0.143,0.455
1558199684912,2019-05-18T19:14:44.912,1477.360,0.830,-0.076,0.382
1558199684992,2019-05-18T19:14:44.992,1477.440,0.851,-0.046,0.412
1558199685072,2019-05-18T19:14:45.072,1477.520,0.918,-0.037,0.472
1558199685152,2019-05-18T19:14:45.152,1477.600,0.841,-0.047,0.506
1558199685232,2019-05-18T19:14:45.232,1477.680,0.763,0.011,0.568
1558199685312,2019-05-18T19:14:45.312,1477.760,0.781,-0.041,0.458
1558199685392,2019-05-18T19:14:45.392,1477.840,0.857,-0.117,0.383
1558199685472,2019-05-18T19:14:45.472,1477.920,0.785,-0.131,0.405
1558199685552,2019-05-18T19:14:45.552,1478.000,0.851,-0.169,0.412
1558199685632,2019-05-18T19:14:45.632,1478.080,0.726,-0.144,0.536
1558199685712,2019-05-18T19:14:45.712,1478.160,0.727,-0.088,0.575
1558199685792,2019-05-18T19:14:45.792,1478.240,0.814,-0.037,0.465
1558199685872,2019-05-18T19:14:45.872,1478.320,0.822,-0.056,0.421
1558199685952,2019-05-18T19:14:45.952,1478.400,0.831,-0.077,0.360
1558199686032,2019-05-18T19:14:46.032,1478.480,0.829,-0.011,0.387
1558199686112,2019-05-18T19:14:46.112,1478.560,0.801,-0.059,0.534
1558199686192,2019-05-18T19:14:46.192,1478.640,0.787,-0.083,0.567
1558199686272,2019-05-18T19:14:46.272,1478.720,0.797,-0.133,0.472
1558199686352,2019-05-18T19:14:46.352,1478.800,0.799,-0.110,0.409
1558199686432,2019-05-18T19:14:46.432,1478.880,0.841,-0.120,0.381
1558199686512,2019-05-18T19:14:46.512,1478.960,0.865,-0.147,0.470
1558199686592,2019-05-18T19:14:46.592,1479.040,0.754,-0.110,0.574
1558199686672,2019-05-18T19:14:46.672,1479.120,0.775,-0.093,0.491
1558199686752,2019-05-18T19:14:46.752,1479.200,0.824,-0.040,0.424
1558199686832,2019-05-18T19:14:46.832,1479.280,0.725,-0.084,0.455
1558199686912,2019-05-18T19:14:46.912,1479.360,0.800,-0.067,0.557
1558199686992,2019-05-18T19:14:46.992,1479.440,0.901,-0.081,0.474
1558199687072,2019-05-18T19:14:47.072,1479.520,0.824,-0.086,0.497
1558199687152,2019-05-18T19:14:47.152,1479.600,0.783,-0.070,0.459
1558199687232,2019-05-18T19:14:47.232,1479.680,0.760,-0.094,0.401
1558199687312,2019-05-18T19:14:47.312,1479.760,0.808,-0.113,0.427
1558199687392,2019-05-18T19:14:47.392,1479.840,0.743,-0.113,0.491
1558199687472,2019-05-18T19:14:47.472,1479.920,0.856,-0.136,0.633
1558199687552,2019-05-18T19:14:47.552,1480.000,0.822,-0.080,0.555
1558199687632,2019-05-18T19:14:47.632,1480.080,0.830,-0.087,0.396
1558199687712,2019-05-18T19:14:47.712,1480.160,0.789,-0.036,0.294
1558199687792,2019-05-18T19:14:47.792,1480.240,0.770,-0.072,0.425
1558199687872,2019-05-18T19:14:47.872,1480.320,0.780,-0.045,0.488
1558199687952,2019-05-18T19:14:47.952,1480.400,0.763,0.001,0.649
1558199688032,2019-05-18T19:14:48.032,1480.480,0.812,-0.074,0.632
1558199688112,2019-05-18T19:14:48.112,1480.560,0.825,-0.086,0.373
1558199688192,2019-05-18T19:14:48.192,1480.640,0.812,-0.141,0.391
1558199688272,2019-05-18T19:14:48.272,1480.720,0.780,-0.101,0.347
1558199688352,2019-05-18T19:14:48.352,1480.800,0.834,-0.137,0.404
1558199688432,2019-05-18T19:14:48.432,1480.880,0.914,-0.112,0.593
1558199688512,2019-05-18T19:14:48.512,1480.960,0.815,-0.105,0.590
1558199688592,2019-05-18T19:14:48.592,1481.040,0.768,-0.149,0.455
1558199688672,2019-05-18T19:14:48.672,1481.120,0.779,-0.061,0.455
1558199688752,2019-05-18T19:14:48.752,1481.200,0.813,-0.044,0.507
1558199688832,2019-05-18T19:14:48.832,1481.280,0.839,-0.031,0.425
1558199688912,2019-05-18T19:14:48.912,1481.360,0.941,0.013,0.418
1558199688992,2019-05-18T19:14:48.992,1481.440,0.862,-0.010,0.543
1558199689072,2019-05-18T19:14:49.072,1481.520,0.526,-0.024,0.501
1558199689152,2019-05-18T19:14:49.152,1481.600,0.570,-0.078,0.391
1558199689232,2019-05-18T19:14:49.232,1481.680,0.910,-0.072,0.473
1558199689312,2019-05-18T19:14:49.312,1481.760,0.926,-0.108,0.504
1558199689392,2019-05-18T19:14:49.392,1481.840,0.911,-0.136,0.478
1558199689472,2019-05-18T19:14:49.472,1481.920,0.780,-0.123,0.398
1558199689552,2019-05-18T19:14:49.552,1482.000,0.684,-0.151,0.408
1558199689632,2019-05-18T19:14:49.632,1482.080,0.750,-0.115,0.483
1558199689712,2019-05-18T19:14:49.712,1482.160,0.803,-0.082,0.614
1558199689792,2019-05-18T19:14:49.792,1482.240,0.873,-0.041,0.417
1558199689872,2019-05-18T19:14:49.872,1482.320,0.934,-0.065,0.396
1558199689952,2019-05-18T19:14:49.952,1482.400,0.784,-0.043,0.462
1558199690032,2019-05-18T19:14:50.032,1482.480,0.732,-0.006,0.503
1558199690112,2019-05-18T19:14:50.112,1482.560,0.778,-0.105,0.433
1558199690192,2019-05-18T19:14:50.192,1482.640,0.824,-0.111,0.512
1558199690272,2019-05-18T19:14:50.272,1482.720,0.805,-0.167,0.417
1558199690352,2019-05-18T19:14:50.352,1482.800,0.854,-0.211,0.350
1558199690432,2019-05-18T19:14:50.432,1482.880,0.883,-0.146,0.469
1558199690512,2019-05-18T19:14:50.512,1482.960,0.714,-0.073,0.562
1558199690592,2019-05-18T19:14:50.592,1483.040,0.828,-0.094,0.560
1558199690672,2019-05-18T19:14:50.672,1483.120,0.805,-0.086,0.354
1558199690752,2019-05-18T19:14:50.752,1483.200,0.953,-0.081,0.385
1558199690832,2019-05-18T19:14:50.832,1483.280,0.989,-0.056,0.406
1558199690912,2019-05-18T19:14:50.912,1483.360,0.701,0.028,0.547
1558199690992,2019-05-18T19:14:50.992,1483.440,0.600,0.023,0.555
1558199691072,2019-05-18T19:14:51.072,1483.520,0.811,-0.072,0.542
1558199691152,2019-05-18T19:14:51.152,1483.600,0.901,-0.141,0.490
1558199691232,2019-05-18T19:14:51.232,1483.680,0.882,-0.117,0.365
1558199691312,2019-05-18T19:14:51.312,1483.760,0.799,-0.180,0.311
1558199691392,2019-05-18T19:14:51.392,1483.840,0.796,-0.208,0.349
1558199691472,2019-05-18T19:14:51.472,1483.920,0.637,-0.062,0.519
1558199691552,2019-05-18T19:14:51.552,1484.000,0.820,-0.074,0.624
1558199691632,2019-05-18T19:14:51.632,1484.080,0.903,-0.111,0.572
1558199691712,2019-05-18T19:14:51.712,1484.160,0.898,-0.066,0.403
1558199691792,2019-05-18T19:14:51.792,1484.240,0.871,-0.016,0.333
1558199691872,2019-05-18T19:14:51.872,1484.320,0.806,-0.084,0.405
1558199691952,2019-05-18T19:14:51.952,1484.400,0.727,-0.039,0.505
1558199692032,2019-05-18T19:14:52.032,1484.480,0.731,-0.084,0.543
1558199692112,2019-05-18T19:14:52.112,1484.560,0.839,-0.098,0.481
1558199692192,2019-05-18T19:14:52.192,1484.640,0.814,-0.115,0.480
1558199692272,2019-05-18T19:14:52.272,1484.720,0.875,-0.142,0.429
1558199692352,2019-05-18T19:14:52.352,1484.800,0.821,-0.105,0.411
1558199692432,2019-05-18T19:14:52.432,1484.880,0.617,-0.092,0.448
1558199692512,2019-05-18T19:14:52.512,1484.960,0.690,-0.070,0.515
1558199692592,2019-05-18T19:14:52.592,1485.040,0.820,-0.056,0.516
1558199692672,2019-05-18T19:14:52.672,1485.120,0.886,-0.091,0.469
1558199692752,2019-05-18T19:14:52.752,1485.200,0.821,-0.059,0.374
1558199692832,2019-05-18T19:14:52.832,1485.280,0.880,-0.050,0.282
1558199692912,2019-05-18T19:14:52.912,1485.360,0.860,-0.058,0.522
1558199692992,2019-05-18T19:14:52.992,1485.440,0.745,-0.053,0.646
1558199693072,2019-05-18T19:14:53.072,1485.520,0.785,-0.139,0.518
1558199693152,2019-05-18T19:14:53.152,1485.600,0.898,-0.158,0.467
1558199693232,2019-05-18T19:14:53.232,1485.680,0.858,-0.117,0.469
1558199693312,2019-05-18T19:14:53.312,1485.760,0.712,-0.134,0.489
1558199693392,2019-05-18T19:14:53.392,1485.840,0.739,-0.068,0.495
1558199693472,2019-05-18T19:14:53.472,1485.920,0.779,-0.098,0.532
1558199693552,2019-05-18T19:14:53.552,1486.000,0.794,-0.091,0.501
1558199693632,2019-05-18T19:14:53.632,1486.080,0.824,-0.083,0.380
1558199693712,2019-05-18T19:14:53.712,1486.160,0.801,-0.052,0.361
1558199693792,2019-05-18T19:14:53.792,1486.240,0.821,-0.053,0.477
1558199693872,2019-05-18T19:14:53.872,1486.320,0.854,-0.069,0.457
1558199693952,2019-05-18T19:14:53.952,1486.400,0.804,-0.075,0.523
1558199694032,2019-05-18T19:14:54.032,1486.480,0.641,-0.090,0.555
1558199694112,2019-05-18T19:14:54.112,1486.560,0.792,-0.098,0.499
1558199694192,2019-05-18T19:14:54.192,1486.640,0.874,-0.084,0.458
1558199694272,2019-05-18T19:14:54.272,1486.720,0.855,-0.131,0.528
1558199694352,2019-05-18T19:14:54.352,1486.800,0.737,-0.116,0.495
1558199694432,2019-05-18T19:14:54.432,1486.880,0.706,-0.122,0.400
1558199694512,2019-05-18T19:14:54.512,1486.960,0.712,-0.106,0.418
1558199694592,2019-05-18T19:14:54.592,1487.040,0.772,-0.084,0.553
1558199694672,2019-05-18T19:14:54.672,1487.120,0.858,-0.082,0.559
1558199694752,2019-05-18T19:14:54.752,1487.200,0.827,-0.095,0.515
1558199694832,2019-05-18T19:14:54.832,1487.280,0.788,-0.070,0.462
1558199694912,2019-05-18T19:14:54.912,1487.360,0.759,-0.052,0.398
1558199694992,2019-05-18T19:14:54.992,1487.440,0.789,-0.085,0.449
1558199695072,2019-05-18T19:14:55.072,1487.520,0.846,-0.057,0.501
1558199695152,2019-05-18T19:14:55.152,1487.600,0.734,-0.118,0.536
1558199695232,2019-05-18T19:14:55.232,1487.680,0.754,-0.095,0.540
1558199695312,2019-05-18T19:14:55.312,1487.760,0.819,-0.060,0.479
1558199695392,2019-05-18T19:14:55.392,1487.840,0.821,-0.092,0.533
1558199695472,2019-05-18T19:14:55.472,1487.920,0.797,-0.076,0.471
1558199695552,2019-05-18T19:14:55.552,1488.000,0.814,-0.093,0.438
1558199695632,2019-05-18T19:14:55.632,1488.080,0.785,-0.041,0.420
1558199695712,2019-05-18T19:14:55.712,1488.160,0.801,-0.130,0.487
1558199695792,2019-05-18T19:14:55.792,1488.240,0.823,-0.150,0.487
1558199695872,2019-05-18T19:14:55.872,1488.320,0.794,-0.095,0.429
1558199695952,2019-05-18T19:14:55.952,1488.400,0.721,-0.061,0.504
1558199696032,2019-05-18T19:14:56.032,1488.480,0.787,-0.105,0.520
1558199696112,2019-05-18T19:14:56.112,1488.560,0.859,-0.127,0.417
1558199696192,2019-05-18T19:14:56.192,1488.640,0.822,-0.149,0.505
1558199696272,2019-05-18T19:14:56.272,1488.720,0.829,-0.185,0.538
1558199696352,2019-05-18T19:14:56.352,1488.800,0.791,-0.167,0.509
1558199696432,2019-05-18T19:14:56.432,1488.880,0.827,-0.132,0.340
1558199696512,2019-05-18T19:14:56.512,1488.960,0.816,-0.058,0.456
1558199696592,2019-05-18T19:14:56.592,1489.040,0.851,0.016,0.535
1558199696672,2019-05-18T19:14:56.672,1489.120,0.796,-0.015,0.482
1558199696752,2019-05-18T19:14:56.752,1489.200,0.772,-0.037,0.473
